customer_id	viewed_products	bought_products	put_in_cart_products	num_of_times_search_was_used	end	time_spent_in_minutes
13234	[15]	[15, 45]	[]	0	1721496225533	9.601683333333334
13027	[23]	[]	[]	0	1721493277554	0.2497
24162	[24, 24, 24]	[]	[24]	0	1721497692064	11.460466666666667
5171	[]	[]	[]	0	1721496585535	0.26855
17002	[23]	[]	[]	0	1721499069940	1.46075
6570	[10, 20, 10, 21, 2, 54, 54, 54, 54, 4, 21]	[]	[10, 10]	0	1721500019715	57.25311666666666
18740	[2]	[]	[21, 21]	0	1721493247321	4.2983
14212	[21, 21, 21]	[]	[21]	1	1721495521555	0.8774666666666666
20970	[]	[]	[]	0	1721498351600	0.05586666666666667
9447	[21]	[]	[21]	1	1721500047374	4.481433333333333
7472	[]	[]	[]	0	1721498416306	0.5219
3422	[]	[]	[26, 26]	1	1721500441884	45.06516666666667
16342	[]	[]	[26, 26]	0	1721495002932	3.9895833333333335
22340	[43, 10, 41]	[]	[]	0	1721494031399	1.48955
11338	[]	[]	[]	0	1721493223368	24.08995
6092	[24]	[24, 26, 24]	[41, 41, 41]	1	1721498927864	5.45735
23528	[4, 21, 34]	[]	[]	0	1721499761252	1.6052666666666666
22520	[21, 41, 21, 21]	[]	[34, 34]	1	1721500149626	7.57405
17241	[2]	[]	[]	0	1721496684986	0.03225
5871	[15]	[]	[]	0	1721494293334	0.58455
15957	[4]	[]	[4]	1	1721501703401	2.461866666666667
21345	[16, 10, 10]	[]	[16, 16, 16, 16, 16, 16, 16, 16, 10]	2	1721498550533	13.833916666666667
24667	[4]	[]	[]	1	1721500073640	0.1097
4557	[4]	[]	[4, 4]	0	1721502378463	2.2281666666666666
6456	[34]	[34]	[4, 34]	0	1721497290155	2.8103
22371	[4, 4]	[]	[]	0	1721499301617	9.157683333333333
11568	[26]	[]	[]	0	1721496432302	0.09541666666666666
5208	[]	[]	[15, 15, 15, 15]	0	1721495503802	0.05246666666666667
1568	[26]	[]	[]	0	1721502049091	0.265
11902	[15, 15, 16, 26, 15, 10, 15]	[]	[]	0	1721497654286	8.855316666666667
23794	[]	[]	[]	0	1721500246190	7.8816
5942	[]	[]	[24]	0	1721495356642	0.13165
24863	[15]	[]	[4, 4, 4, 4, 4]	0	1721502284321	8.273216666666666
4375	[2, 41]	[]	[]	0	1721498239282	1.0736166666666667
15417	[18, 47, 6, 2]	[2]	[18]	0	1721499151018	4.5117666666666665
11524	[4, 50, 18, 24]	[]	[50, 18]	0	1721500313915	8.541783333333333
18930	[21]	[21, 18, 24, 4, 34, 45]	[4, 4, 4, 4, 4, 4]	1	1721502098155	9.811983333333334
7251	[4, 4]	[]	[]	0	1721500580374	1.4899333333333333
5319	[47, 2, 26]	[]	[]	0	1721500862107	1.16145
12520	[]	[]	[26, 26, 26, 26]	2	1721504124673	4.6496
24431	[24, 41, 24, 24, 6, 6]	[]	[24]	0	1721501937437	5.125816666666666
20343	[26, 26]	[]	[26, 26, 26]	0	1721494885495	6.27735
8070	[21, 21]	[]	[]	0	1721500205617	15.85385
444	[15]	[]	[]	0	1721504455177	0.0391
23867	[35, 41]	[]	[41]	0	1721501148807	1.272
20377	[18]	[]	[]	0	1721502908049	0.10035
11315	[18, 18]	[]	[]	0	1721502415908	2.4599333333333333
1093	[41]	[]	[41]	1	1721502695888	1.5227166666666667
22476	[54, 54, 54]	[]	[54, 54, 54]	0	1721495238372	13.155033333333334
939	[26]	[]	[26]	1	1721500519604	33.955
14737	[26, 6, 43, 24, 6]	[]	[6]	0	1721496820813	2.7175
21596	[4, 43, 43, 43, 4, 2, 21, 21, 41, 21, 21]	[]	[2, 21]	2	1721499135146	20.801233333333332
17975	[4]	[]	[4, 4, 4]	0	1721497306545	3.626333333333333
649	[2]	[]	[]	0	1721500241642	0.49216666666666664
19954	[15, 15, 15, 15, 15, 15, 15]	[]	[15]	0	1721498707524	4.428116666666667
23581	[8, 2]	[]	[]	0	1721504106703	2.3048166666666665
15921	[21, 21, 21, 21, 21, 21]	[]	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]	0	1721500676222	28.57335
5017	[47]	[47, 45]	[]	0	1721500142160	4.33765
24223	[26, 47, 15]	[]	[47, 47]	0	1721500821827	2.7225
18768	[2, 41, 41, 4]	[]	[]	2	1721500295035	1.8864833333333333
18585	[18, 18, 34, 41, 24, 44, 18]	[]	[34, 41, 24, 44, 18]	0	1721504029070	7.425933333333333
3281	[24]	[24, 15, 5, 54, 46]	[18, 18, 18]	1	1721498009815	4.185616666666666
11902	[15]	[]	[]	0	1721501063782	0.12038333333333333
22216	[21, 2]	[]	[]	0	1721503470887	1.0365
6570	[24, 24, 24, 4, 54]	[]	[24, 24, 24, 24, 24]	0	1721505977336	45.25975
20782	[47, 18]	[]	[54, 54, 18, 18]	0	1721501484950	2.9165833333333335
13232	[34, 23, 23, 41, 23, 47]	[]	[34, 23]	6	1721506671629	8.687083333333334
8511	[26]	[]	[]	0	1721500881379	2.2893166666666667
5420	[]	[]	[]	0	1721504292567	3.8656
17059	[21, 24]	[]	[]	1	1721506536529	1.9185166666666666
18159	[6]	[]	[24]	1	1721506501835	0.19851666666666667
804	[4, 4, 4, 4, 4, 4, 34]	[34, 4, 45]	[4, 4]	0	1721501062073	11.371
11210	[]	[]	[2, 2, 2, 2]	0	1721500513806	0.17748333333333333
8113	[2, 34, 15]	[]	[2, 2, 2, 2]	0	1721499370155	2.8798333333333335
13535	[24]	[]	[]	1	1721500149473	0.56375
6136	[26, 26, 26, 26, 26, 6, 8, 26, 26, 26, 26, 26]	[]	[26, 26]	2	1721501686179	36.801516666666664
16497	[15, 15, 15]	[]	[]	0	1721503569354	0.8800166666666667
8725	[54]	[54, 45]	[54]	0	1721500452873	5.25675
5113	[41, 41, 29, 29, 41, 8, 41]	[]	[41, 41, 29, 29, 8]	0	1721501044821	38.22848333333334
8749	[21, 21, 41, 21, 4, 4]	[]	[]	2	1721505056316	16.703833333333332
939	[43]	[26, 45]	[18]	0	1721503999214	6.449933333333333
3134	[33, 47, 33, 33]	[]	[]	3	1721501012617	3.1864833333333333
11732	[18, 4, 23]	[]	[]	0	1721501228193	1.4486666666666668
20855	[29]	[]	[]	0	1721500052962	0.46065
339	[47, 43, 43, 25, 43, 43]	[]	[47, 47, 47, 47, 47]	0	1721500638075	11.0937
9380	[]	[]	[43, 43, 43, 43, 43, 43]	1	1721501901440	13.709783333333334
14178	[47, 26, 47, 47]	[47, 47, 15, 29, 2]	[47, 47, 47, 47, 47]	1	1721501364448	2.97715
9534	[47]	[4, 15, 47, 47, 45]	[47, 47, 47]	2	1721502429926	8.946066666666667
3637	[41, 47, 21]	[]	[]	0	1721500508799	3.70965
17537	[21, 21, 21, 18, 18]	[]	[21, 18]	0	1721500863397	34.85385
6632	[47, 47, 47]	[]	[]	0	1721500875515	4.840216666666667
5361	[23]	[]	[24, 24, 24, 24]	0	1721500079367	1.4521166666666667
5111	[4, 4, 4]	[]	[4]	0	1721503037395	5.400533333333334
4329	[4]	[]	[4, 4, 4, 4, 4, 4, 4]	0	1721500475947	0.24538333333333334
16402	[34, 26, 4]	[]	[34, 26]	1	1721500619008	6.70935
14737	[26, 1, 24, 32, 6, 9]	[]	[24, 24, 1, 32]	0	1721501978133	24.485833333333332
4095	[4]	[]	[]	0	1721505169254	0.31995
11589	[15, 10, 9, 48, 48]	[]	[4]	0	1721504464613	4.273666666666666
14024	[15, 15, 47]	[]	[15]	3	1721506286532	6.633966666666667
10152	[6, 24, 24, 34, 23, 24, 24, 25]	[]	[45, 45, 45, 6, 6, 24, 24, 34, 24, 25, 25, 25]	11	1721502486006	6.270566666666666
16257	[6]	[]	[20]	0	1721503899897	0.25826666666666664
2937	[24, 23, 34]	[]	[]	1	1721508841912	5.961633333333333
3191	[26, 26]	[]	[]	0	1721505056397	1.2156666666666667
19954	[15, 45]	[]	[15, 15]	0	1721503998697	2.2110833333333333
11677	[]	[]	[]	0	1721507764934	0.30825
4171	[34, 21, 34]	[]	[21, 21, 21, 34]	0	1721506490354	1.5235166666666666
2806	[26]	[]	[33, 33]	0	1721508140974	0.8357333333333333
14702	[]	[]	[]	1	1721506658780	1.20985
8096	[]	[]	[]	0	1721507027485	9.967583333333334
12418	[4, 18, 22, 50]	[]	[4]	0	1721510168327	2.95465
13948	[42, 41, 29]	[]	[]	0	1721507759349	2.0473166666666667
4657	[20, 47]	[]	[29, 29, 29, 29]	1	1721503283152	2.8932
339	[43, 43]	[]	[43, 43, 43, 43]	0	1721503343300	10.832866666666666
4657	[15]	[51, 47, 20, 46, 45]	[15, 15, 15, 15]	0	1721503337246	4.59925
12585	[18, 18]	[]	[]	0	1721505434717	14.944066666666666
22520	[21, 2]	[]	[18, 18]	0	1721509811941	0.4018833333333333
4387	[51]	[]	[]	1	1721508177469	0.49351666666666666
23230	[6, 18, 4]	[]	[51, 51, 51, 18, 4]	0	1721503687419	4.59425
24836	[43]	[]	[]	0	1721505666216	0.1056
23898	[38]	[]	[]	0	1721505065342	0.7020333333333333
7323	[1, 47]	[]	[]	0	1721509052173	0.6053833333333334
8900	[47, 47]	[]	[]	0	1721511102350	0.63245
4073	[26, 24, 47, 24, 47, 23, 4]	[]	[24, 47, 47, 47, 47, 23]	0	1721503617144	14.1781
3184	[2, 2, 2, 2]	[]	[]	0	1721503236535	4.9253
7256	[41, 41, 41]	[]	[]	2	1721509270074	2.0995333333333335
11420	[21, 2, 41, 22, 34, 23, 4]	[]	[21, 21, 2, 22, 34, 4]	2	1721511321094	29.554583333333333
2222	[24, 43, 24, 24]	[]	[24, 24, 24, 24, 24]	0	1721505349745	5.4370666666666665
23839	[23, 23, 23, 23]	[]	[]	0	1721507444685	3.338216666666667
13797	[24]	[]	[]	0	1721513043265	0.12856666666666666
15297	[24]	[]	[]	0	1721503241699	0.27945
17825	[]	[]	[]	0	1721510550480	0.04223333333333333
16614	[]	[]	[24]	1	1721510218773	0.9924333333333333
3891	[24, 24, 24, 24]	[]	[]	1	1721510476896	3.6231333333333335
8930	[3, 47]	[]	[]	0	1721505327757	0.77855
23189	[24]	[]	[47, 47]	0	1721503345366	1.3875333333333333
21364	[35]	[]	[24]	0	1721509475416	0.3969666666666667
21055	[23, 23, 23, 23, 23]	[]	[23, 23, 23, 23]	0	1721507885426	33.986016666666664
20230	[40, 26]	[]	[]	1	1721510894319	1.3938666666666666
10414	[24]	[]	[24]	0	1721504434120	1.8081666666666667
4251	[24]	[]	[]	0	1721511676343	0.9137333333333333
11208	[24, 24, 43, 3]	[]	[]	0	1721506627723	5.1278
10628	[43]	[]	[43]	0	1721512568866	0.0422
21819	[34, 34, 23, 41, 23, 23, 25, 26, 51, 54, 55, 55]	[51, 3, 40, 46, 26, 34, 34]	[34, 34, 23, 25, 25, 25, 26, 26, 26, 26, 26, 55]	1	1721510776011	27.587583333333335
16291	[33, 26]	[]	[4, 4, 4, 4, 33]	0	1721511712492	6.249916666666667
7448	[26, 24, 35]	[]	[26, 26, 26, 26, 26, 26]	0	1721512230563	6.885533333333333
22215	[26, 6]	[41, 45, 26, 5, 33, 6, 3, 3, 41]	[35, 35, 35, 35, 35, 35, 6, 6, 6]	0	1721507444796	8.2212
9315	[]	[]	[6]	0	1721512707270	2.94645
21336	[34, 23]	[]	[23]	0	1721507111305	0.9208833333333334
17655	[23, 18, 18, 18]	[]	[]	0	1721508077297	3.4803333333333333
14840	[47]	[]	[]	0	1721511456091	1.1282
22216	[18, 18, 21, 21]	[]	[18, 21]	1	1721509997665	33.10143333333333
6694	[10, 51, 15, 48, 48]	[48, 51, 54, 10, 45]	[51, 51, 51, 48, 48]	0	1721512026334	9.923366666666666
22002	[34, 34, 4, 23, 23]	[]	[34, 34, 4]	0	1721510720879	3.3326
3755	[15, 15]	[]	[23, 23, 15]	0	1721512296538	4.361816666666667
15531	[24, 47, 1, 2]	[]	[24]	0	1721510604207	4.686566666666667
4329	[4]	[]	[2, 2, 2, 2, 2, 2, 2]	0	1721504145596	18.298883333333333
22985	[]	[]	[]	0	1721505083202	28.108516666666667
16406	[41]	[]	[]	0	1721510156758	0.8062333333333334
16900	[24, 40]	[]	[]	0	1721508384604	0.8260833333333333
7477	[]	[]	[]	1	1721505998956	1.1057
23285	[24, 24]	[]	[]	0	1721510136192	1.1760166666666667
9370	[6, 47, 47]	[]	[47, 47]	0	1721509491668	3.2839666666666667
1700	[24, 24, 41, 24, 24, 24, 24, 24, 24]	[]	[24, 24, 24, 24, 24]	2	1721512092671	8.53345
5773	[21, 21]	[]	[]	0	1721508563342	28.685366666666667
13994	[24, 24, 24, 6, 32, 29]	[]	[21, 21, 21, 21, 24, 24, 32, 32]	1	1721506230036	13.369033333333334
12225	[16, 26, 6, 23, 18, 47, 35, 52, 29]	[]	[29, 6, 18, 35]	0	1721509032976	15.227666666666666
17075	[]	[]	[]	0	1721510309986	0.30261666666666664
22935	[34]	[]	[]	0	1721505343659	0.25858333333333333
10652	[18, 18, 18, 23, 40]	[]	[18, 23, 40, 40, 40]	0	1721507062425	16.980033333333335
20196	[24]	[]	[]	0	1721508182174	0.3052
11635	[6, 24, 34]	[]	[24, 24, 24]	1	1721506555400	2.6336166666666667
12574	[34]	[]	[]	0	1721512867558	0.50295
5261	[24, 34, 24, 24, 21, 21]	[]	[34, 21]	0	1721505201169	3.9015666666666666
15557	[]	[]	[21, 21]	0	1721506951412	13.447516666666667
12701	[26, 43, 23, 18]	[]	[]	1	1721506350176	2.5652833333333334
6825	[4]	[]	[4]	0	1721513499822	5.3833166666666665
13848	[2, 41]	[]	[41]	0	1721512455355	1.9832666666666667
21155	[6]	[]	[41, 41]	0	1721505497965	2.34135
2806	[33]	[]	[6, 6]	0	1721511231263	0.08911666666666666
14090	[4]	[]	[4, 4]	0	1721511397609	1.7352666666666667
24802	[21]	[]	[21]	2	1721514313559	2.7318333333333333
19585	[4, 4]	[]	[]	1	1721509966897	3.0369333333333333
19642	[2]	[]	[]	0	1721508083625	0.06041666666666667
3478	[32, 24, 21, 47, 6]	[]	[32, 24, 21]	0	1721509816654	9.479016666666666
5398	[]	[]	[]	1	1721511795873	5.228866666666667
4977	[2, 35]	[]	[]	0	1721512466923	0.72605
24055	[18]	[]	[]	0	1721512696577	0.3373333333333333
12120	[6]	[]	[]	0	1721513653171	0.3731
4827	[43]	[]	[]	0	1721504983971	0.38738333333333336
23082	[24]	[]	[]	0	1721505894186	2.2089166666666666
5046	[40]	[]	[]	0	1721506237327	1.3118166666666666
18746	[26, 26, 26]	[]	[]	0	1721513712922	6.013016666666666
13772	[43]	[]	[]	0	1721506035498	1.4277
20942	[24, 24, 24, 24, 24]	[]	[24]	0	1721513111506	21.845083333333335
1256	[15, 54, 54, 54]	[]	[]	0	1721514995566	7.1614
23881	[18, 18]	[]	[]	0	1721510532202	13.544233333333333
21741	[23]	[]	[]	0	1721510356030	3.39065
3485	[]	[]	[23]	0	1721512440836	0.5848333333333333
22436	[24]	[]	[]	0	1721508500958	0.10633333333333334
22236	[21, 24, 26]	[]	[]	0	1721512714867	5.61875
20230	[]	[]	[]	0	1721513345970	0.46915
18822	[33]	[]	[26, 26, 26, 26]	0	1721513993068	0.24261666666666667
24707	[6, 47, 6, 21, 21, 21, 21, 21]	[]	[6]	0	1721509105386	8.897533333333334
350	[41, 18, 24, 23]	[18, 24, 18, 45]	[18, 18, 24]	0	1721511260022	11.091633333333334
14775	[29]	[]	[45, 45, 45]	0	1721511317473	0.16765
16245	[26, 2]	[]	[]	0	1721514441863	0.55935
18691	[26, 2]	[]	[2]	0	1721514974412	0.8673833333333333
16517	[2, 15]	[]	[2, 2]	0	1721513702134	1.55135
24665	[]	[]	[]	0	1721510524498	1.3114166666666667
8277	[26, 6, 42, 21, 10, 29, 2, 34, 29, 10, 21]	[]	[]	1	1721506376516	3.11345
15410	[24, 23, 24]	[]	[24]	0	1721513555083	1.8939333333333332
16154	[4, 25, 21, 41, 41, 41, 41, 41, 41, 41, 41, 41, 43, 23, 40, 26, 51, 4, 43, 34]	[]	[4]	14	1721511600101	68.45976666666667
22418	[15, 2]	[]	[]	0	1721512050294	1.4404166666666667
14047	[2]	[16, 2]	[2, 2, 2]	0	1721510427572	7.9594
13288	[47]	[]	[]	0	1721507787970	0.3658
